"","v1","v2","v3","v4","v5","v6","v7","v8","v9","Y"
"1",0.914806043496355,1.01491780767287,35.1550850598142,1.15955499697011,4.83151548543304,0.0164459508610889,-1.22606775519648,1.48334632331155,1.77832215352553,633.237777598026
"2",0.937075413297862,1.18315124269219,44.4887853320688,1.11190109918825,4.87343343890174,0.00690911551937461,-1.14458107782979,1.50138130236753,-0.0915348057049401,1009.82206659204
"3",0.286139534786344,1.16979751465977,33.1577246729285,1.01782919003163,3.57225055247218,0.0156637352192774,-2.41816342979064,1.49494736330069,-0.431752123347894,561.640482892054
"4",0.830447626067325,1.01838073890307,36.3091495446861,1.25965934724081,4.64981306251553,0.0977362206438556,-1.36301057673581,1.50026091536641,0.478378199944834,674.938839055277
"5",0.641745518893003,1.11563780472559,35.9257108112797,1.12957483557984,4.29284295545974,0.0398821180453524,-1.71040292899501,1.49219465467546,1.40636298871084,660.071889694648
"6",0.519095949130133,1.17396297859591,43.5894571943209,1.03194432677701,4.02333350374289,0.0949624819913879,-1.92715486911418,1.50485866985022,1.7718674433667,968.282871264011
"7",0.736588314641267,1.22445074471103,39.1208060458302,1.10132549535483,4.4954620482668,0.0811332353623584,-1.57008663208739,1.49886854108214,1.47308764515249,782.161682877817
"8",0.13466659723781,1.10289467154863,30.3877361537889,1.12924959203228,3.285574546701,0.00428985878825188,-2.73306319552418,1.50556710352266,2.45611736413322,471.549215658633
"9",0.656992290401831,1.21331429450394,44.5178041048348,1.20651646014303,4.3191822270562,0.0646551635116339,-1.7055259675927,1.50257284025106,1.72411241943186,1010.17894655353
"10",0.705064784036949,1.24402088316623,36.5413547307253,1.01899028869811,4.39660928170628,0.0372384299291298,-1.57071474266259,1.50468848788091,-2.01943374816597,683.065905566014
"11",0.45774177624844,1.16716563918282,43.2247662078589,1.08928907443769,3.91974479077317,0.054159423452802,-2.0844174968131,1.5027896809627,2.634451400518,951.919251536102
"12",0.719112251652405,1.09355465982003,37.1012453967705,1.14672683984973,4.42159262745274,0.0024948213249445,-1.55469140477426,1.50105506391881,1.97431025883394,703.778564445738
"13",0.934672247152776,1.26246248930768,39.1578020062298,1.20555256251246,4.86664505808724,0.0941995658446103,-1.12713138561359,1.5075829256229,-0.271403513226275,784.519610267442
"14",0.255428824340925,1.20464187550329,41.6997042484581,1.14882100282703,3.51876555827959,0.0661361626815051,-2.48452871030744,1.49783383563737,2.50199127792137,885.63272243886
"15",0.462292822543532,1.01601894730061,33.9168669935316,1.21123638588469,3.93299173147479,0.0394102977588773,-2.06882640879352,1.49351079251471,-1.90491927083327,588.085143167365
"16",0.940014522755519,1.02742007341475,35.1791001018137,1.19286381991114,4.88035874035954,0.0548689233837649,-1.13941881620468,1.51011264674941,0.547013965199754,634.320446712026
"17",0.978226428385824,1.227150080069,47.4039589660242,1.1169994040858,4.95407121923316,0.0967736558523029,-1.01791327058727,1.49859614305808,3.0123849558251,1145.69701486551
"18",0.117487361654639,1.21929062474137,32.3853670433164,1.15217281051446,3.23761024617079,0.030205657123588,-2.73444241497212,1.50476619252086,1.47016086278087,535.33857648838
"19",0.474997081561014,1.01437915871473,46.4048078795895,1.14479457640555,3.93407631138138,0.00654456492047757,-2.05302342748488,1.49846833545005,1.2753082454451,1095.834778703
"20",0.560332746244967,1.2547108585094,41.4436831744388,1.22316570018884,4.11690314180146,0.0036743380362168,-1.88296588090292,1.50129131000912,-2.3531603811945,876.0145684472
